potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6,encoder0,encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
-1.0401657360622685,-0.5218045953557451,0.004845198408478628,-2.9101121553789637,-2.931679186139875,-2.9484966448139285,-2.9427724828254025,-1.0379507437615225,-0.5182262667919615,0.0047301622100000005,-2.967745848037114,-2.968014130974019,-2.9678799895055663,-2.9678799895055663
-1.0400056540711606,-0.52187461665545,0.004832916581864959,-2.910300805514109,-2.9311137232314843,-2.948214532112899,-2.942584570190398,-1.0379352982957741,-0.5182262667919615,0.0047301622100000005,-2.967745848037114,-2.968014130974019,-2.9678799895055663,-2.9678799895055663
-1.0402190967259712,-0.5217695847058927,0.004841104466274074,-2.9102064804465364,-2.9302655288688966,-2.947556269143829,-2.9419268759678845,-1.0379198528300257,-0.5182262667919615,0.0047301622100000005,-2.967745848037114,-2.968014130974019,-2.9678799895055663,-2.9678799895055663
-1.040059014734863,-0.5218396060055976,0.004832916581864959,-2.9102064804465364,-2.931490698503744,-2.9484966448139285,-2.9427724828254025,-1.0379044073642771,-0.5182262667919615,0.0047301622100000005,-2.967745848037114,-2.968014130974019,-2.9678799895055663,-2.9678799895055663
-1.0402724573896736,-0.5218396060055976,0.004849292350683182,-2.910300805514109,-2.930830991777288,-2.9477443442778495,-2.9420208322853867,-1.0379044073642771,-0.5182262667919615,0.0047301622100000005,-2.967745848037114,-2.968014130974019,-2.9678799895055663,-2.9678799895055663
-1.0402724573896736,-0.5218045953557451,0.004845198408478628,-2.9101121553789637,-2.9309252355953532,-2.9477443442778495,-2.9420208322853867,-1.0379044073642771,-0.5182339895248357,0.0047301622100000005,-2.967745848037114,-2.968014130974019,-2.9678799895055663,-2.9678799895055663
-1.0401123753985657,-0.5218045953557451,0.004845198408478628,-2.9101121553789637,-2.9311137232314843,-2.94783838184486,-2.942490613872897,-1.0379121300971514,-0.5182339895248357,0.0047301622100000005,-2.967745848037114,-2.968014130974019,-2.9678799895055663,-2.9678799895055663
-1.040059014734863,-0.5219096273053023,0.004849292350683182,-2.91001783031139,-2.9309252355953532,-2.9480264569788788,-2.942114788602888,-1.0379275755628998,-0.5182339895248357,0.0047301622100000005,-2.967745848037114,-2.968014130974019,-2.9678799895055663,-2.9678799895055663
-1.040059014734863,-0.5217695847058927,0.00483701052406952,-2.91001783031139,-2.931490698503744,-2.9484026072469196,-2.9427724828254025,-1.0379275755628998,-0.5182339895248357,0.0047301622100000005,-2.967745848037114,-2.968014130974019,-2.9678799895055663,-2.9678799895055663
-1.0400056540711606,-0.5218045953557451,0.00482472869745585,-2.9103951305816826,-2.931490698503744,-2.9484966448139285,-2.9427724828254025,-1.0379275755628998,-0.5182339895248357,0.0047301622100000005,-2.967745848037114,-2.968014130974019,-2.9678799895055663,-2.9678799895055663
