potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6
0.10710714731121351,0.07113608274128502,-0.0032090007433367013,0.004049607216380036,0.012628010344679197,-0.013957764801939554,-0.010792927085510051
0.10710714731121351,0.07124019473736909,-0.0032131203335626288,0.003954247104368314,0.012440213108018572,-0.013957764801939554,-0.010980379254324824
0.10710714731121351,0.07113608274128502,-0.0032254791042404096,0.0037635268803453137,0.012534111726349106,-0.014145754234740515,-0.010886653169916993
0.10710714731121351,0.07120549073867433,-0.0032172399237885545,0.0041449673283908695,0.011689024161373851,-0.015085701398741769,-0.011730187929587022
0.1072130147408572,0.0710666747438955,-0.0032090007433367013,0.0038588869923570357,0.012440213108018572,-0.014145754234740515,-0.010980379254324824
0.10726594845567905,0.07113608274128502,-0.0032254791042404096,0.0041449673283908695,0.01206461863469599,-0.014615727816741586,-0.011449009676363975
0.10716008102603536,0.0710666747438955,-0.0032131203335626288,0.003954247104368314,0.012909706199671689,-0.01376977536913948,-0.010511748832286116
0.10710714731121351,0.07113608274128502,-0.0032213595140144838,0.003954247104368314,0.011876821398034476,-0.014709722533141179,-0.011636461845179635
0.10710714731121351,0.07110137874259026,-0.003204881153110772,0.003954247104368314,0.013097503436332314,-0.013487791219938483,-0.0103242966634709
0.10700127988157027,0.0710666747438955,-0.0032172399237885545,0.0037635268803453137,0.011876821398034476,-0.014521733100341105,-0.0113552835919557
0.1072130147408572,0.07117078673997956,-0.0032131203335626288,0.0041449673283908695,0.01206461863469599,-0.014427738383940625,-0.01126155750754787
0.10716008102603536,0.07113608274128502,-0.0032254791042404096,0.0041449673283908695,0.011501226924712338,-0.01527369083154273,-0.011823914013994852
0.10710714731121351,0.07113608274128502,-0.0032213595140144838,0.003954247104368314,0.011689024161373851,-0.015367685547942767,-0.012198818351625729
0.10705421359639211,0.07117078673997956,-0.0032172399237885545,0.0038588869923570357,0.012534111726349106,-0.014051759518340035,-0.010886653169916993
0.1072130147408572,0.07113608274128502,-0.0032090007433367013,0.003954247104368314,0.011876821398034476,-0.014615727816741586,-0.011542735760771805
0.10710714731121351,0.07113608274128502,-0.0032131203335626288,0.0038588869923570357,0.012534111726349106,-0.014051759518340035,-0.011074105338732654
0.10710714731121351,0.07117078673997956,-0.0032213595140144838,0.0041449673283908695,0.01206461863469599,-0.014333743667540588,-0.01126155750754787
0.10710714731121351,0.07120549073867433,-0.0032090007433367013,0.004049607216380036,0.012628010344679197,-0.013957764801939554,-0.010792927085510051
0.10710714731121351,0.07117078673997956,-0.0032007615628848463,0.003954247104368314,0.011501226924712338,-0.01517969611514225,-0.012011366182810512
0.10716008102603536,0.07110137874259026,-0.0032254791042404096,0.0038588869923570357,0.01206461863469599,-0.014145754234740515,-0.0113552835919557
0.10716008102603536,0.07120549073867433,-0.0032172399237885545,0.0037635268803453137,0.011876821398034476,-0.014897711965941696,-0.011636461845179635
0.10710714731121351,0.07113608274128502,-0.0032090007433367013,0.003572806656323202,0.011125632451389755,-0.01527369083154273,-0.012198818351625729
0.10710714731121351,0.0710666747438955,-0.0032131203335626288,0.004049607216380036,0.011970720016365455,-0.014427738383940625,-0.011636461845179635
0.10716008102603536,0.07113608274128502,-0.0032131203335626288,0.0037635268803453137,0.012440213108018572,-0.014239748951140108,-0.010605474916693947
0.10716008102603536,0.07110137874259026,-0.0032254791042404096,0.003954247104368314,0.012346314489687593,-0.014239748951140108,-0.01126155750754787
0.10710714731121351,0.07113608274128502,-0.0032213595140144838,0.0038588869923570357,0.01281580758134071,-0.013581785936338964,-0.0103242966634709
0.10710714731121351,0.0710666747438955,-0.0032090007433367013,0.0038588869923570357,0.011595125543042872,-0.01527369083154273,-0.012198818351625729
0.10710714731121351,0.07113608274128502,-0.0032172399237885545,0.003954247104368314,0.011125632451389755,-0.01527369083154273,-0.012292544436033559
0.10726594845567905,0.07110137874259026,-0.0032131203335626288,0.004049607216380036,0.01206461863469599,-0.014709722533141179,-0.011542735760771805
0.10710714731121351,0.07110137874259026,-0.0032172399237885545,0.003954247104368314,0.012252415871357059,-0.014615727816741586,-0.011074105338732654
0.10716008102603536,0.07110137874259026,-0.0032131203335626288,0.0037635268803453137,0.012346314489687593,-0.014427738383940625,-0.010886653169916993
0.10700127988157027,0.07117078673997956,-0.0032172399237885545,0.0037635268803453137,0.01281580758134071,-0.013675780652739,-0.010605474916693947
0.10731888217050112,0.07110137874259026,-0.0032172399237885545,0.0037635268803453137,0.01300360481800178,-0.013957764801939554,-0.010605474916693947
0.10700127988157027,0.07110137874259026,-0.0032172399237885545,0.003954247104368314,0.011313429688051269,-0.01517969611514225,-0.012011366182810512
