potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6,encoder0,encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
-1.034726015109527,-0.5178601831057981,0.0049148311821920546,-2.9457491563747364,-2.9280729916399846,-2.947064562577038,-2.9348611706525505,-1.0376650026451761,-0.5182880486549553,0.00475479172,-2.968818979784732,-2.9685506968478275,-2.968282413910923,-2.9685506968478275
-1.0348848162539928,-0.5178254791071035,0.004910711591966124,-2.945939876598758,-2.926946208220018,-2.945936625980235,-2.9340176358928804,-1.037657279912302,-0.5182803259220811,0.00475479172,-2.968818979784732,-2.9685506968478275,-2.968282413910923,-2.9685506968478275
-1.034778948824349,-0.5178254791071035,0.0048983528212883445,-2.945844516486747,-2.9276973971666633,-2.9467825784278374,-2.934111361977288,-1.0376495571794278,-0.5182726031892069,0.00475479172,-2.968818979784732,-2.9685506968478275,-2.968282413910923,-2.9685506968478275
-1.034778948824349,-0.5178601831057981,0.004918950772417982,-2.9461305968227807,-2.9273218026933403,-2.9460306206966353,-2.933830183724065,-1.0376418344465537,-0.5182726031892069,0.00475479172,-2.968818979784732,-2.9685506968478275,-2.968282413910923,-2.9684165553793753
-1.034778948824349,-0.5178601831057981,0.004910711591966124,-2.945939876598758,-2.9276973971666633,-2.9467825784278374,-2.9343925402305118,-1.037626388980805,-0.5182803259220811,0.00475479172,-2.968818979784732,-2.9685506968478275,-2.968282413910923,-2.9684165553793753
-1.034778948824349,-0.5178601831057981,0.0049148311821920546,-2.9460352367107703,-2.927791295784993,-2.946500594278636,-2.9342988141461035,-1.037618666247931,-0.5182880486549553,0.00475479172,-2.968818979784732,-2.9685506968478275,-2.968282413910923,-2.9684165553793753
-1.0348848162539928,-0.5178948871044928,0.0048983528212883445,-2.945939876598758,-2.92713400545668,-2.9460306206966353,-2.933642731555249,-1.0376109435150567,-0.5182880486549553,0.00475479172,-2.968818979784732,-2.9685506968478275,-2.968282413910923,-2.9684165553793753
-1.034726015109527,-0.5178601831057981,0.004902472411514272,-2.945939876598758,-2.9278851944033244,-2.946500594278636,-2.934111361977288,-1.0376109435150567,-0.5182880486549553,0.00475479172,-2.96868483831628,-2.9685506968478275,-2.968282413910923,-2.9684165553793753
-1.0348848162539928,-0.5178601831057981,0.004910711591966124,-2.9457491563747364,-2.9268523096016867,-2.9455606471146347,-2.933361553302026,-1.037618666247931,-0.5182880486549553,0.00475479172,-2.96868483831628,-2.9685506968478275,-2.968282413910923,-2.9684165553793753
-1.0348318825391707,-0.5178601831057981,0.004906592001740196,-2.9456537962627243,-2.9270401068383487,-2.946124615413036,-2.933642731555249,-1.037626388980805,-0.5182957713878296,0.00475479172,-2.96868483831628,-2.9685506968478275,-2.968282413910923,-2.9684165553793753
